codigo,nombre_es,nombre_en,descripcion_en,simbolo,factor_conversion,nivel_categoria,categoria_es,estado
AL,,access line,A unit of count defining the number of telephone access lines.,,,3.5,Informativa - unidades específicas de industria,Vigente
AM,,ampoule,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
AMH,,ampere hour,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one hour.,A·h,"3,6 x 10³ C",1M,Normativa - múltiplos de uso común,Vigente
AMP,amperio,ampere,,A,A,1,Normativa (SI),Vigente
ANN,año,year,"Unit of time equal to 365,25 days.,Synonym: Julian year",y,"3,155 76 x 10⁷ s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
AP,,aluminium pound only,,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Eliminado de la Rec. 20
APZ,onza troy,troy ounce or apothecary ounce,,tr oz,"3,110 348 x 10⁻³ kg",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
AQ,,anti-hemophilic factor (AHF) unit,A unit of measure for blood potency (US).,,,3.9,Informativa - varias,Vigente
AR,,suppository,,,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
ARE,área,are,Synonym: square decametre,a,10² m²,2.0,2.0,Obsoleto (deprecated)
AS,,assortment,A unit of count defining the number of assortments (assortment: set of items grouped in a mixed collection).,,,3.9,Informativa - varias,Vigente
ASM,,alcoholic strength by mass,A unit of mass defining the alcoholic strength of a liquid.,,,3.5,Informativa - unidades específicas de industria,Vigente
ASU,,alcoholic strength by volume,"A unit of volume defining the alcoholic strength of a liquid (e.g. spirit, wine, beer, etc), often at a specific temperature.",,,3.5,Informativa - unidades específicas de industria,Vigente
ATM,,standard atmosphere,,atm,1 013 25 Pa,1,Normativa (SI),Vigente
ATT,,technical atmosphere,,at,"98 066,5 Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
AV,,capsule,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
AW,,powder filled vial,,,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
AWG,,american wire gauge,A unit of distance used for measuring the diameter of small tubes or wires such as the outer diameter of hypotermic or suture needles.,AWG,,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
AY,,assembly,A unit of count defining the number of assemblies (assembly: items that consist of component parts).,,,3.9,Informativa - varias,Vigente
AZ,,British thermal unit (international table) per pound,,BtuIT/lb,2 326 J/kg,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
B0,,Btu per cubic foot,,BTU/ft³,,3.9,Informativa - varias,Eliminado de la Rec. 20
B1,,barrel (US) per day,,barrel (US)/d,"1,840 13 x 10⁻⁶ m³/s",3.5,Informativa - unidades específicas de industria,Vigente
B10,,bit per second,A unit of information equal to one binary digit per second.,bit/s,,3.6,Informativa - unidades de tecnología de la información,Vigente
B11,,joule per kilogram kelvin,,J/(kg·K),J/(kg x K),1,Normativa (SI),Vigente
B12,,joule per metre,,J/m,J/m,1,Normativa (SI),Vigente
B13,,joule per square metre,Synonym: joule per metre squared,J/m²,J/m²,1,Normativa (SI),Vigente
B14,,joule per metre to the fourth power,,J/m⁴,J/m⁴,1,Normativa (SI),Vigente
B15,,joule per mole,,J/mol,J/mol,1,Normativa (SI),Vigente
B16,,joule per mole kelvin,,J/(mol·K),J/(mol x K),1,Normativa (SI),Vigente
B17,,credit,A unit of count defining the number of entries made to the credit side of an account.,,,3.9,Informativa - varias,Vigente
B18,,joule second,,J·s,J x s,1,Normativa (SI),Vigente
B19,,digit,A unit of information defining the quantity of numerals used to form a number.,,,3.7,Informativa - enteros / números / razones,Vigente
B2,,bunk,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
B20,,joule square metre per kilogram,,J·m²/kg,J x m²/kg,1,Normativa (SI),Vigente
B21,,kelvin per watt,,K/W,K/W,1,Normativa (SI),Vigente
B22,,kiloampere,,kA,10³ A,1S,Normativa - múltiplos estándar,Vigente
B23,,kiloampere per square metre,,kA/m²,10³ A/m²,1S,Normativa - múltiplos estándar,Vigente
B24,,kiloampere per metre,,kA/m,10³ A/m,1S,Normativa - múltiplos estándar,Vigente
B25,,kilobecquerel per kilogram,,kBq/kg,10³ Bq/kg,1S,Normativa - múltiplos estándar,Vigente
B26,,kilocoulomb,,kC,10³ C,1S,Normativa - múltiplos estándar,Vigente
B27,,kilocoulomb per cubic metre,,kC/m³,10³ C/m³,1S,Normativa - múltiplos estándar,Vigente
B28,,kilocoulomb per square metre,,kC/m²,10³ C/m²,1S,Normativa - múltiplos estándar,Vigente
B29,,kiloelectronvolt,,keV,10³ eV,1S,Normativa - múltiplos estándar,Vigente
B3,,batting pound,A unit of mass defining the number of pounds of wadded fibre.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
B30,,gibibit,A unit of information equal to 2³⁰ bits (binary digits).,Gibit,,3.6,Informativa - unidades de tecnología de la información,Vigente
B31,,kilogram metre per second,,kg·m/s,kg x m/s,1,Normativa (SI),Vigente
B32,,kilogram metre squared,,kg·m²,kg x m²,1,Normativa (SI),Vigente
B33,,kilogram metre squared per second,,kg·m²/s,kg x m²/s,1,Normativa (SI),Vigente
B34,,kilogram per cubic decimetre,,kg/dm³,10³ kg/m³,1S,Normativa - múltiplos estándar,Vigente
B35,,kilogram per litre,,kg/l or kg/L,10³ kg/m³,1S,Normativa - múltiplos estándar,Vigente
B36,,calorie (thermochemical) per gram,,calth/g,4 184 J/kg,2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B37,,kilogram-force,,kgf,"9,806 65 N",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B38,,kilogram-force metre,,kgf·m,"9,806 65 N x m",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B39,,kilogram-force metre per second,,kgf·m/s,"9,806 65 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B4,,"barrel, imperial",A unit of volume used to measure beer.  One beer barrel equals 36 imperial gallons.,,,3.5,Informativa - unidades específicas de industria,Vigente
B40,,kilogram-force per square metre,,kgf/m²,"9,806 65 Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B41,,kilojoule per kelvin,,kJ/K,10³ J/K,1S,Normativa - múltiplos estándar,Vigente
B42,,kilojoule per kilogram,,kJ/kg,10³ J/kg,1S,Normativa - múltiplos estándar,Vigente
B43,,kilojoule per kilogram kelvin,,kJ/(kg·K),10³ J/(kg x K),1S,Normativa - múltiplos estándar,Vigente
B44,,kilojoule per mole,,kJ/mol,10³ J/mol,1S,Normativa - múltiplos estándar,Vigente
B45,,kilomole,,kmol,10³ mol,1S,Normativa - múltiplos estándar,Vigente
B46,,kilomole per cubic metre,,kmol/m³,10³ mol/m³,1S,Normativa - múltiplos estándar,Vigente
B47,,kilonewton,,kN,10³ N,1S,Normativa - múltiplos estándar,Vigente
B48,,kilonewton metre,,kN·m,10³ N x m,1S,Normativa - múltiplos estándar,Vigente
B49,,kiloohm,,kΩ,10³ Ω,1S,Normativa - múltiplos estándar,Vigente
B5,,billet,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
B50,,kiloohm metre,,kΩ·m,10³ Ω x m,1S,Normativa - múltiplos estándar,Vigente
B51,,kilopond,Synonym: kilogram-force,kp,"9,806 65 N",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
B52,,kilosecond,,ks,10³ s,1S,Normativa - múltiplos estándar,Vigente
B53,,kilosiemens,,kS,10³ S,1S,Normativa - múltiplos estándar,Vigente
B54,,kilosiemens per metre,,kS/m,10³ S/m,1S,Normativa - múltiplos estándar,Vigente
B55,,kilovolt per metre,,kV/m,10³ V/m,1S,Normativa - múltiplos estándar,Vigente
B56,,kiloweber per metre,,kWb/m,10³ Wb/m,1S,Normativa - múltiplos estándar,Vigente
B57,,light year,A unit of length defining the distance that light travels in a vacuum in one year.,ly,"9,460 73 x 10¹⁵ m",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
B58,,litre per mole,,l/mol,10⁻³ m³/mol,1M,Normativa - múltiplos de uso común,Vigente
B59,,lumen hour,,lm·h,"3,6 x 10³ s x cd x sr",1S,Normativa - múltiplos estándar,Vigente
B6,,bun,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
B60,,lumen per square metre,,lm/m²,cd x sr/m²,1,Normativa (SI),Vigente
B61,,lumen per watt,,lm/W,cd x sr/W,1,Normativa (SI),Vigente
B62,,lumen second,,lm·s,s x cd x sr,1,Normativa (SI),Vigente
B63,,lux hour,,lx·h,"3,6 x 10³ s x cd x sr / m²",1S,Normativa - múltiplos estándar,Vigente
B64,,lux second,,lx·s,s x cd x sr / m²,1,Normativa (SI),Vigente
B65,,maxwell,,Mx,10⁻⁸ Wb,3.5,Informativa - unidades específicas de industria,Obsoleto (deprecated)
B66,,megaampere per square metre,,MA/m²,10⁶ A/m²,1S,Normativa - múltiplos estándar,Vigente
B67,,megabecquerel per kilogram,,MBq/kg,10⁶ Bq/kg,1S,Normativa - múltiplos estándar,Vigente
B68,,gigabit,A unit of information equal to 10⁹ bits (binary digits).,Gbit,,3.6,Informativa - unidades de tecnología de la información,Vigente
B69,,megacoulomb per cubic metre,,MC/m³,10⁶ C/m³,1S,Normativa - múltiplos estándar,Vigente
B7,,cycle,A unit of count defining the number of cycles (cycle: a recurrent period of definite duration).,,,3.9,Informativa - varias,Vigente
B70,,megacoulomb per square metre,,MC/m²,10⁶ C/m²,1S,Normativa - múltiplos estándar,Vigente
B71,,megaelectronvolt,,MeV,10⁶ eV,1S,Normativa - múltiplos estándar,Vigente
B72,,megagram per cubic metre,,Mg/m³,10³ kg/m³,1S,Normativa - múltiplos estándar,Vigente
B73,,meganewton,,MN,10⁶ N,1S,Normativa - múltiplos estándar,Vigente
B74,,meganewton metre,,MN·m,10⁶ N x m,1S,Normativa - múltiplos estándar,Vigente
B75,,megaohm,,MΩ,10⁶ Ω,1S,Normativa - múltiplos estándar,Vigente
B76,,megaohm metre,,MΩ·m,10⁶ Ω x m,1S,Normativa - múltiplos estándar,Vigente
B77,,megasiemens per metre,,MS/m,10⁶ S/m,1S,Normativa - múltiplos estándar,Vigente
B78,,megavolt,,MV,10⁶ V,1S,Normativa - múltiplos estándar,Vigente
B79,,megavolt per metre,,MV/m,10⁶ V/m,1S,Normativa - múltiplos estándar,Vigente
B8,,joule per cubic metre,,J/m³,J/m³,1,Normativa (SI),Vigente
B80,,gigabit per second,A unit of information equal to 10⁹ bits (binary digits) per second.,Gbit/s,,3.6,Informativa - unidades de tecnología de la información,Vigente
B81,,reciprocal metre squared reciprocal second,,m⁻²/s,m⁻²/s,1,Normativa (SI),Vigente
B82,,inch per linear foot,A unit of length defining the number of inches per linear foot.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
B83,,metre to the fourth power,,m⁴,m⁴,1,Normativa (SI),Vigente
B84,,microampere,,µA,10⁻⁶ A,1S,Normativa - múltiplos estándar,Vigente
B85,,microbar,,µbar,10⁻¹ Pa,1S,Normativa - múltiplos estándar,Vigente
B86,,microcoulomb,,µC,10⁻⁶ C,1S,Normativa - múltiplos estándar,Vigente
B87,,microcoulomb per cubic metre,,µC/m³,10⁻⁶ C/m³,1S,Normativa - múltiplos estándar,Vigente
B88,,microcoulomb per square metre,,µC/m²,10⁻⁶ C/m²,1S,Normativa - múltiplos estándar,Vigente
B89,,microfarad per metre,,µF/m,10⁻⁶ F/m,1S,Normativa - múltiplos estándar,Vigente
B9,,batt,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
B90,,microhenry,,µH,10⁻⁶ H,1S,Normativa - múltiplos estándar,Vigente
B91,,microhenry per metre,,µH/m,10⁻⁶ H/m,1S,Normativa - múltiplos estándar,Vigente
B92,,micronewton,,µN,10⁻⁶ N,1S,Normativa - múltiplos estándar,Vigente
B93,,micronewton metre,,µN·m,10⁻⁶ N x m,1S,Normativa - múltiplos estándar,Vigente
B94,,microohm,,µΩ,10⁻⁶ Ω,1S,Normativa - múltiplos estándar,Vigente
B95,,microohm metre,,µΩ·m,10⁻⁶ Ω x m,1S,Normativa - múltiplos estándar,Vigente
B96,,micropascal,,µPa,10⁻⁶ Pa,1S,Normativa - múltiplos estándar,Vigente
B97,,microradian,,µrad,10⁻⁶ rad,1S,Normativa - múltiplos estándar,Vigente
B98,microsegundo,microsecond,,µs,10⁻⁶ s,1S,Normativa - múltiplos estándar,Vigente
B99,,microsiemens,,µS,10⁻⁶ S,1S,Normativa - múltiplos estándar,Vigente
BAR,bar,bar [unit of pressure],,bar,10⁵ Pa,1,Normativa (SI),Vigente
BB,,base box,"A unit of area of 112 sheets of tin mil products (tin plate, tin free steel or black plate) 14 by 20 inches, or 31,360 square inches.",,,3.5,Informativa - unidades específicas de industria,Vigente
BD,,board,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BE,bulto (fardo),bundle,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BFT,,board foot,A unit of volume defining the number of cords (cord: a stack of firewood of 128 cubic feet).,fbm,,3.5,Informativa - unidades específicas de industria,Vigente
BG,bolsa,bag,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BH,,brush,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
BHP,,brake horse power,,BHP,"7,457 x 10² W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BIL,,billion (EUR),Synonym: trillion (US),,10¹²,3.7,Informativa - enteros / números / razones,Vigente
BJ,balde,bucket,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BK,,basket,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BL,,bale,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BLD,barril seco (EE.UU.),dry barrel (US),,bbl (US),"1,156 27 x 10⁻¹ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BLL,"barril (petróleo, EE.UU.)",barrel (US),,barrel (US),"158,987 3 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BO,botella,bottle,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BP,,hundred board foot,A unit of volume equal to one hundred board foot.,,,3.5,Informativa - unidades específicas de industria,Vigente
BPM,,beats per minute,The number of beats per minute.,BPM,1.667 x 10-2 /s,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
BQL,,becquerel,,Bq,"27,027 x 10⁻¹² Ci",1,Normativa (SI),Vigente
BR,,bar [unit of packaging],"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BT,,bolt,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BTU,unidad térmica británica (BTU),British thermal unit (international table),,BtuIT,"1,055 056 x 10³ J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BUA,bushel (EE.UU.),bushel (US),,bu (US),"3,523 907 x 10⁻² m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BUI,bushel (Reino Unido),bushel (UK),,bushel (UK),"3,636 872 x 10⁻² m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
BW,,base weight,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
BX,caja,box,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
BZ,,million BTUs,,,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
C0,,call,A unit of count defining the number of calls (call: communication session or visitation).,,,3.5,Informativa - unidades específicas de industria,Vigente
C1,,composite product pound (total weight),,,,3.9,Informativa - varias,Eliminado de la Rec. 20
C10,,millifarad,,mF,10⁻³ F,1S,Normativa - múltiplos estándar,Vigente
C11,,milligal,,mGal,10⁻⁵ m/s²,1M,Normativa - múltiplos de uso común,Vigente
C12,,milligram per metre,,mg/m,10⁻⁶ kg/m,1S,Normativa - múltiplos estándar,Vigente
C13,,milligray,,mGy,10⁻³ Gy,1S,Normativa - múltiplos estándar,Vigente
C14,,millihenry,,mH,10⁻³ H,1S,Normativa - múltiplos estándar,Vigente
C15,,millijoule,,mJ,10⁻³ J,1S,Normativa - múltiplos estándar,Vigente
C16,,millimetre per second,,mm/s,10⁻³ m/s,1S,Normativa - múltiplos estándar,Vigente
C17,,millimetre squared per second,,mm²/s,10⁻⁶ m²/s,1S,Normativa - múltiplos estándar,Vigente
C18,,millimole,,mmol,10⁻³ mol,1S,Normativa - múltiplos estándar,Vigente
C19,,mole per kilogram,,mol/kg,mol/kg,1,Normativa (SI),Vigente
C2,,carset,,,,3.5,Informativa - unidades específicas de industria,Eliminado de la Rec. 20
C20,,millinewton,,mN,10⁻³ N,1S,Normativa - múltiplos estándar,Vigente
C21,,kibibit,A unit of information equal to 2¹⁰ (1024) bits (binary digits).,Kibit,,3.6,Informativa - unidades de tecnología de la información,Vigente
C22,,millinewton per metre,,mN/m,10⁻³ N/m,1S,Normativa - múltiplos estándar,Vigente
C23,,milliohm metre,,mΩ·m,10⁻³ Ω x m,1S,Normativa - múltiplos estándar,Vigente
C24,,millipascal second,,mPa·s,10⁻³ Pa x s,1S,Normativa - múltiplos estándar,Vigente
C25,,milliradian,,mrad,10⁻³ rad,1S,Normativa - múltiplos estándar,Vigente
C26,milisegundo,millisecond,,ms,10⁻³ s,1S,Normativa - múltiplos estándar,Vigente
C27,,millisiemens,,mS,10⁻³ S,1S,Normativa - múltiplos estándar,Vigente
C28,,millisievert,,mSv,10⁻³ Sv,1S,Normativa - múltiplos estándar,Vigente
C29,,millitesla,,mT,10⁻³ T,1S,Normativa - múltiplos estándar,Vigente
C3,,microvolt per metre,,µV/m,10⁻⁶ V/m,1S,Normativa - múltiplos estándar,Vigente
